request_id,generated_at,keyword,ship_to_country,target_currency,target_language,page,page_size,product_id,product_title,sale_price,discount,evaluate_rate,lastest_volume,product_detail_url,shop_id,shop_url,promotion_link,category_id,category_name,category_path,macro_category,macro_path,category_resolution_confidence,first_level_category_id,sell_score
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005006727421302,"Cubierta impermeable para motocicleta, cubierta para lluvia, a prueba de polvo, protección UV, para exteriores, interiores, Motocross, Scooter, cubierta para motocicleta para todas las estaciones",108.69,50%,98.0%,22016,https://es.aliexpress.com/item/1005006727421302.html?pdp_npi=4%40dis%21MXN%21555.80%21277.90%21%21%21217.39%21108.69%21%402151f59517716988881286310ecc01%2112000056059320160%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxw8oqJmrtzi5AHoJo1JHReeS4yRPeP0LygtkIhQv4oTTg9Xsbh4ejiVatRjWDadNZbIXYzHAVBQxPghgTLUWSHrAhOiOwO7D2Q0CLrnzamZhBCHTt1qFNyaTxq1x6qQ1P14ft2P7y6Clx9t0gCPNR0oFuNnlda7n9cCHCuMz6C2i2ufqnqtWhHMHiTTNH07kdv9i1sFqLECDXVQUS3AvwpCYaebIQoT3bU2OKp9fOfRnha0VXcS2C5fwMDX5vfc0ArbU3gYiBfN8r7Xzg7TfazSkVFVedWIwTiBfjBN9EeHsMdg2BRKFJLVXgYEtrFgvR5PjZiwNhfYeJp0XRo5tElCAefAIDYN6e79aRvR6GO0K4iKONl3U7aLn5M4NYf4DHdLiVMA2daJc7EGhmB700meRqcBgzBTbcyjJHydm16qdJPC9mstcb3UTSL6xd4XcRxBRhNbTdFGEvA3nN5XkWEldEJQFAiN2gF9Pq5BU3CT7HOzDO4wW1AskcDUOq8NagjtRNIla6LoEK5P3VpfB5sSOeECWhzLbBilattRcfAI72rOw5vU7h6ePIqv4jVQCE3RIzgmr2Fvbyccyn5OuGqndqjgvtKIv3kVTC8NlK5CYqu6gTbDFZ2DDEvUcLSoGIf2LE81cYHAhYahTHDsc2TwF,201355758,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,api_verified,201355758,21576
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005006967500369,"Cubierta impermeable para motocicleta, cubierta a prueba de polvo, protección UV para exteriores e interiores, para todas las estaciones",80.14,51%,98.0%,22016,https://es.aliexpress.com/item/1005006967500369.html?pdp_npi=4%40dis%21MXN%21426.87%21204.90%21%21%21166.96%2180.14%21%402151f59517716988881286310ecc01%2112000038885911690%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxhDIkjWieaQTaSwXxLdi8DiLezlKyu2rpq0Wj6pNge8aNrKHf6FFy4n3fpH81z82MVo8YCwWPSpAxDw2ZHz7i33Nmra0xDPRLDRMaWWu0vx5bchjY3ypTRzLk0MYiONORcdqU95ABcIoTq6pg1ZKA1xJxwwV1EX4dbTb5Etk7PMsUTzsTXr0IursaBZfGdyEfdaGmWQsFTGlRDQvEUHemZtMPbuCO7vrnMf9cn9p5Po8BM2XmmEOBPIrojvFM6SuKz00LTFHyEWL6C1WWddVppNzKCR3q4MOsmliYLSKAQXT0qbs5eikDtoq2RUBRzhvMTKnka8hs7BRLUQ2CdC5jMLUMaCERmAa3L93qyZUN5HuG1EhfA3PdtPdKPm1UrIzGfj4tXgmhcgYydvigxj7wsGZzqLGfEjdac9IqXULrUAdTRoALT0ECNwRb7v3rRH103nzWPReoZyrtYOLopctwEUd5NpGUiuxouLcZhVIyKsYLPrFb6AwLbDGfx46LcZ3F8B2BnZWaT1ty9ILxvaC3oxa9VbzeZs6mHuEHLTHlzaiYPJi7cO6mbSbBO1IIFFCTyazHqBq7rKYXdc4jwBNCwCA2B0ANtITrAJ747e2ciZjOFOOlItfes7YDG3akPmeWYcV88VRo8u1oHYjFkZysE71,201355758,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,api_verified,201355758,21576
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005009738286298,"Bocina de bicicleta nueva para bicicleta de montaña, carga USB, timbre electrónico impermeable para bicicleta, equipo de equitación, accesorios para patinete para niños",30.08,50%,98.0%,24373,https://es.aliexpress.com/item/1005009738286298.html?pdp_npi=4%40dis%21MXN%21153.80%2176.90%21%21%2160.16%2130.08%21%402151f59517716988881286310ecc01%2112000050001987075%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpIJxVdFHtm2xy3z2atgt5iZ6bGu0okWr9LvZWPBSJHpxU9yKnH1BniPQWg8EMOPoGv1At21AQVos6XMqJGvw9BtdANGqsmTJHIEjTC2qHjt0ltm1hClugGRuCGSpjS19v0nFeAeZJj5cS5cFbIsPL7LsDZi7vbG2pEEY7yPPwTEVKs69u3Xkt3SCGASCWLq40yDX3ir4SA8jxvCVkpZrBTLPEQdDo3usOphCZJYzgw2DtDG1iryRnZCyqkqD45HqR2W8WtP4JFbxr6SeN8UyE3EU2xsBVUMTYQxOE9d5XkyOmqxhKzZyF9delVIbwkV3lCWkJuTzjefNnhke3MrdowkghBa54OVq6EiVZwnlSJpnLQpPoGBIepB7IwcZNONidCMrkAiY91jS4SAx2tXRnefEMTEpmtoN8yTxDE0gM0EHpjHYxFmkKtiDZT8CrnOEfE5wDCJV6QNDfvrWz8O1wdjrAN8pWm3KUTxKmw6x92lFfkbXp3pJYJQgl7UvarQlCUs4yOVHtDlcVVFJgYI8MxBH7e2P9ijwvbLjUpA5GLPg0vj9hhjXmdcTopRLgLwqtgQ0PfYlKyEQQ4UpkMzPBuukgpr3eD5ABAZ4u1CGuFoCYpKDO65DRKv,18,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,api_verified,18,23886
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005006994880373,"Cubierta impermeable para motocicleta, cubierta protectora UV a prueba de polvo para motocicleta, cubierta para lluvia para todas las estaciones, exterior, interior, Moto Scooter",79.36,52%,98.0%,22122,https://es.aliexpress.com/item/1005006994880373.html?pdp_npi=4%40dis%21MXN%21422.71%21202.90%21%21%21165.33%2179.36%21%402151f59517716988881286310ecc01%2112000038984377722%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxIaGB4fvxzsnnESfsxcJiZyqqYtC4MXhHmwsXlA0rLsYmD52qyUwJsnV3futG14OYkDZl0HwRwLtvH6kdMWf7ZRJFBCIXJeW3CDK4UsnDjxoRAPmAou2r39e4WoNGdpGrqclFMYOSB4IKs5gEp48ptMivLYmzV3c1QbGLlXWNciGCDVrqWtvDsaKISBBW3Td8W9CI8fF0ozz2CEb2xZyHD2nBs2w8vti4XDpdMvjAK8v9Y6DNZKx22Dtuppm0VQ6Exp411zkl79QAH3ZQXdHdHrT8nUXgFb33mbMaHO1h8eqejtKLpDYKrJjZRMyNizFdaQygTcG83iB4BUx91kYKCV7Ki9MFPjTuttprVQXW4R03OoKLISIdY7mIZG1OakNMgNJbS6vj8gCzahSeFalGgIK11UKqn4Vo73vSa6tjfPEqEzsBU7yon2Nca92V7pqRlQdTu3poG65etcNoNaoh3SSUOiPumKB9m3vKIcMzDcjDeXmbB2dsmef3MmLHFX02nxNzd7X4Do2UdWaJQ6pFMAodnJUhzmGHibb8u3HiDfiwhiTNq6LAGozRD0U1mAln8jrxoFs6iREnWpuZlbsWDrM1ppWFp1EDzfG5jEWm02favLKnwAJZpIYnrKjeIGEgw7K9suh8FeZeLfl6yAzF7rN,201355758,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,api_verified,201355758,21680
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005007039573488,"Bolsa de maletero de almacenamiento para casco de motocicleta, Red de equipaje para bicicleta, Scooter, malla, tanque de combustible, banda de goma, Red de clasificación",25.78,52%,98.0%,31858,https://es.aliexpress.com/item/1005007039573488.html?pdp_npi=4%40dis%21MXN%21140.21%2165.90%21%21%2154.84%2125.78%21%402151f59517716988881286310ecc01%2112000039182926666%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9woEpyPhRBQf2mnjMfihQ3xsnM8UYXDF3u76uHuvGf1nA209mGttulT7JdtHYtpVSN1u5tLhL47XehQpKuhnDP8BtZl78M0mrDbG5u8hSH9rNGMOxoURBwNqTEgf31MH16m5SbxTF6vClILsKJZ1OFHeehF5Lby21RXA3coGBEOM1x0ofmNOO7IgncR6cIws0YbDMQ0VFIpfz1zLfhZbV8NQdlHBw6GfZ8p16NYsREDlbchKfTJweFFdQQNDIdCdgHcFoCIqst8XROWsJdWXIdbIEgzlL2F0IgXzlJJYTp9GTyTJFDrJTZwlAot3qMFSnu7Tus2xvUbSqB4tALyWe5u14LFQYelmAgZ4TZNkFoneLahvtWy4xfbqf4YVtiwjlaMzHUaRi7NzjUTWo2PZcPdkA8nqjdSEzrJ3WmjiRkCQYRAVvrGSTrlWAHuvlDH6Rvm8JUM1aLnyfOQHyOjyQ1aGWb0iz6ezaDVwz3QuWLjdpDenxnGZI6Pljize5CVe1Xoxzm7383V2w65zRtWotE00IbjFufKZDG7aCQZ4lPQC5iiiKtVhdDRLGYMFOTPeICheVSlrbfhckldk6oOxKnTMH1lwG0PTOQJMcIYLrDLK3c60mXsoBb8uh,201355758,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,api_verified,201355758,31221
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005007039326725,"Empuñaduras de freno universales para manillar de 7/8 "", 22/24MM, mango de Scooter para MOTO CRF EXC YZF Protape Dirt Pit Bike Motocross",23.82,50%,98.0%,12987,https://es.aliexpress.com/item/1005007039326725.html?pdp_npi=4%40dis%21MXN%21121.80%2160.90%21%21%2147.64%2123.82%21%402151f59517716988881286310ecc01%2112000039182872978%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wob2wa3wiFaWB2YqXp85Cj0B6yIdVI8PPJn2nit9We07IQkffTXy3fONR8vyP65b2xgySujS50Q8GgNO1WR5rL6Dwg1Ed0u1P2TsWm1ctXJkvPFxJX0jaWK1cIDL2sbBDJw8UmCRQtQ1J8UOML6qDLd0NgGniTEc3ll73rziD4Vdn8l3EhYccWc9po6fJHjqMn3J21GO09N7xLVw3qV1peAsMs3sClwcVaMbpMdHRBfAOiAy4LdMWChdbEAftiL76P1e7CPWpHH9waZLx8vg4ps2PFyWdTG6bAHKC25mFhe7rdX3kYktMthhl6PSM71ONgMW99r9Lpgs1mJs0yxXLNuWwNcvfuBsbQNX7LZMAKnkHRkxpPMW1bi1bRLDkl5C3SfRo2PzM51JPJtWbf8giAWv6xWIkCpmS1iCZxc2CDNwByoTqTpHBVWOMf3npma5YEtp6j9ncZyigWfdedMy5nHilLExT7c5vzBus8etz3OFJED0M7rM8xsPJvWjUMBa6lL2tqLi0MLfJKSLKweK3sN1UAEvFHNqSLkQ9DlVpggXyd8POlXHCWDX8dvv38ffXJOVU4WXQnDr9Pw0WtZpcL68lHEY2lbhjXvdEcg4uyeh05Sgyz09vwCZ,201355758,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,Motorcycle Equipments & Parts,api_verified,201355758,12727
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005008660161754,"Bocina para Bicicleta, Batería para Bicicleta de Montaña/Carga USB, Impermeable, Timbre Electrónico para Bicicleta, Equipo de Ciclismo, Accesorios para Patinete Infantil",25.00,51%,98.0%,23185,https://es.aliexpress.com/item/1005008660161754.html?pdp_npi=4%40dis%21MXN%21133.12%2163.90%21%21%2152.07%2125.00%21%402151f59517716988881286310ecc01%2112000046135856574%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wnHIXyYHoSN9ZPLtha08G1yeWkD2cxOefSB6RIVA9t85gtLjQmyTE8E08E4sYmr7ZYGesPmaJw3XgkMIr3SjbHBxFFVkhbwthOSDEY65gpMm2CHlju68T2ePrQA5M6vdHnnYg7mXbW5dLTJ3qu5qTjeIWeajxn9XE7NovWnRsliGXXdtkFgg2HN9xxk2KjcAGhX5aeArr4gkpVMpVbJsgRXABKAUM4C1oqJyRjh93j4w4VFpdCVgI4pTvLwqzqtWnCgOCOF7L4KHdWkf8v3nKDctaDObYfcaMb3uJzT1T9ULPkybCLfhyRNhsFOalQ7o8tUHHWK39oVBAllDybgF048X5xzWhKKheryrtwfZQn1saxgHHmhX36UOR9h534YulMsGfTkEqR6QASJj1szxF2iDbkB4cBAWVkw3sz7R7jj6OrVDaNZeViNFxICnEc7AlLOCVkLwuSgPzS66IBr5MWi9gTqfvlqPVS8Ud245L74UkQupUZTesEKAF5rv7a7AphWFTFHWFL861l8xIayH7Rh7FMiLO5iGILrctOIeAbq40Fhdyl5BZo4uGz7IL0GhIujBB0LA0hyyQVOSaIPSqvNfRnHBdlEg80Ehq4NXmH7hAYeWVWAMseop,18,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,api_verified,18,22721
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005010154958938,Bocina de bicicleta eléctrica 130db bocina de bicicleta ruidosa para adultos niños bicicleta de montaña/Scooter/Ebike campanas de bicicleta electrónicas impermeables,23.82,52%,98.0%,15709,https://es.aliexpress.com/item/1005010154958938.html?pdp_npi=4%40dis%21MXN%21129.57%2160.90%21%21%2150.68%2123.82%21%402151f59517716988881286310ecc01%2112000056040586809%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wnHwrLBOUxfLxTG8gSI4CikUM811hJKay8Ecjibkl6m11GmJx0u2pGT3UTdJ2HFCx1fco1BWvhIkO6z46ILLxPRBTsWz7R91PMu9AKpYSHmulm0CoKf6TiqdluZAwEFTj1yi5Jcxl0QPM9eBeE01Jc9oJ00bt83lxPPN893n03ns2kVMLetiBgZEOLcSBOEtYjU2UfgcgYvepEPeqIk1MZwFSEL3ahy8conw8zl4BHbbWHhHmDboNeYSj4bqcaBqC6c3fLCPw4gjxTsxBsmAfAieaW6ykYqPHLqhc4UYriGmnRIcHKDTz15yd6OTE6fOJvddC3KtgNRZbntHUCkHdnT4K80t7e6ezz1zHrRfGycfIfTy48d4p6wi6CZWORMUzBbWVYIzq2SUSBoAqrKi9Psg62byvqxSL8cpskUukgqfSmdjeVKIJmBZOuW5x9zW3y7BcnoJiGy2Oyg0Y8LikEx4f7sgmkxJec3AQnpYJVshx2HKY78zllKCtwJH0xJQKepf4lPpKntRQ9uh4tjvfyNJK1qx0t5Q0mWCP7ytmvCR4aIm2KwRggeoP0YLkQqJkjXlhgmjpMHtSgqYS7T0ZVEJS8x2bummOVEAotqZePCHin84Nb9ZuIsh,18,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,api_verified,18,15395
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005006115585255,"Juego de clavos de goma para reparación de neumáticos de coche, herramienta Universal de reparación de neumáticos para motocicleta y camión, Scooter, bicicleta, 10/30 Uds.",12.08,50%,94.2%,52063,https://es.aliexpress.com/item/1005006115585255.html?pdp_npi=4%40dis%21MXN%2162.19%2130.90%21%21%2124.32%2112.08%21%402151f59517716988881286310ecc01%2112000035820392569%21affd%21%21%21,1103838367,https://es.aliexpress.com/store/1103838367,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9w5kSv73MA66M6GvQszZ7QHdywtQNliT2T4sHLxL0PazD4OxPCevF2bjLCm6zoQbZvlO5sXHGLz8jvd4Y4WKmlWXL2LZv6kIJuH15R6vtj0f9dzzBPuhE9I5UEbdL4kjJVReEqVX6QsjIFzdqu4827OPUYTg4Kt9rJ9BSgH1ktnFe8dFT5fYvHFQ1GT2cY3bjx4Rz938A2qBr37qH0gPjCdcV29b8NlmTYZkRRImsEI10QoXJ69ztsVIOwZrPw0siFXO8JLLSohK10kDOpYtp0wc2vxQ8dEIYdB2Zh7lOB3fNTATplHSsHeRlD5wz1BmqY5j8FTmVT6bgelez74MkM1fSkBrQfSaHByxC0y705EhBRHEoMfDXOGfyYGqzbJsdVdMs5uTZJqHm33Zj00vnNuKzdVuDHx7PF4gXeOHJZzzakWJF1V7JZbzT50QKcwCuVRhVJPidCPRGATZnB91lZiVwUWw1aCWdBdsCKUkpwayhuLqvHoSzaPq1ercJCfgRRSUsxVINCMWI9KzkBzUvOo70b0ggHbi8nlvQqGRP96LK5p498PaZz0UoaXrxuTVjFrecdrW7LIjUX42OTIIjcrEduSjI6bUZN2c4l7y6Kgr7z2qdHrsrDBEg,34,"Automobiles, Parts & Accessories","Automobiles, Parts & Accessories","Automobiles, Parts & Accessories","Automobiles, Parts & Accessories",api_verified,34,49043
c3ffbada-3eb0-4ee8-a87c-b8369c171e74,2026-02-21T18:34:54.536574,scooter,MX,MXN,ES,1,10,1005006996013103,"Timbre electrónico para bicicleta, luz para patinete, carga USB, alerta de advertencia para ciclismo, dispositivo de seguridad para conducción",52.77,55%,98.0%,37854,https://es.aliexpress.com/item/1005006996013103.html?pdp_npi=4%40dis%21MXN%21306.59%21134.90%21%21%21119.92%2152.77%21%402151f59517716988881286310ecc01%2112000038986733915%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxvJrWKUxN24lqzSQWifGQnqSi6qkxGiQEuLzLkWMUlVuIHnOnHhGGJSHR6UEe5XN51OXKDN2bpibQSCLfnXYfZ3qgrN73qiJqLpT9xcraSTguitwhMBK9WRUbvuDrfyq8QNYwRjIeVUyl5mnn4eaQHhEZ68iXq5ScuGDgq37KMbckbMAy1O0dJPVVQhZ8Zui2aY41Sn7NzyNQLhTBOyLvcvSkIcMz9oO2aUJsrWICXXQNGaidnZ1xgEcIEGxNs8QmgMIE0ezIk4v2bP3m8c0BF4zVZUOXrQUBZBWgpZm4oayq2nDNJpaH6cADufNtdIgJ5bqTlUl0OpZMZVZfnvqO2DjI0n665cpKqAF4D23ZxFqIWvFWOnmsIgzOGtGi2nCby16XosbRDQW5gTkdW1gNBYpcSbNp8iFVCgq7rMN4EYUQnLkInWDGV0stCAmRByur8vyc2v3OWlKIbOCTmEc4BIMl9rZmcYXsMDht58k1gYZQZ5r6GylPtxvRen6I24i7UyfVSwtshaBtWFtx1G1Rm5iZj3sg5frxJkiWanefjYDpv1E4cgdCh8uIrvQHGSvAX4aFg3a00PQs0ZeyZlCKMNaNiAANsvLqEhDNgOL2f8O27AqvXNwY2LKurWEnppEK0qRjrX7hA85amQUkz6DE5eF,18,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,Sports & Entertainment,api_verified,18,37097
